key,id,title,active,ab,type,channels,category,first_send_date,last_send_date,mobile_push_sent,mobile_push_ios_sent,mobile_push_android_sent,mobile_push_opened,mobile_push_ios_opened,mobile_push_android_opened,mobile_push_open_rate,mobile_push_ios_open_rate,mobile_push_android_open_rate,web_push_sent,web_push_delivered,web_push_opened,web_push_open_rate,inapp_sent,inapp_ios_sent,inapp_android_sent,inapp_delivered,inapp_ios_delivered,inapp_android_delivered,inapp_opened,inapp_ios_opened,inapp_android_opened,inapp_open_rate,inapp_ios_open_rate,inapp_android_open_rate,inbox_sent,inbox_delivered,inbox_opened,inbox_open_rate,inbox_clicked,inbox_click_rate,email_sent,email_failed,email_delivered,email_unsubscribed,email_complained,email_opened,email_clicked,email_open_rate,email_click_rate,sms_sent,sms_delivered,sms_clicked,sms_click_rate,sms_failed,sms_opened,sms_open_rate,rcs_sent,rcs_delivered,rcs_clicked,rcs_click_rate,rcs_failed,rcs_opened,rcs_open_rate,facebook_sent,facebook_delivered,facebook_opened,facebook_open_rate,whatsapp_sent,whatsapp_delivered,whatsapp_opened,whatsapp_open_rate,inweb_sent,inweb_delivered,inweb_opened,inweb_open_rate,app_opens_direct,actions_sent_unique,actions_converted_unique,actions_conversion,goals,goals_value,description,db_sort_index,sms_unsubscribed
306,128384580,"TP Sendout (royspins.io) 29.10",0,0,Scheduled,Email,,"2025-10-29 12:00","2025-10-29 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,6,55,0,0,31,19,56.36,34.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (29 Oct 2025)",306,
307,128365806,"TP Sendout (royspins.com) 28.10",0,0,Scheduled,Email,,"2025-10-28 13:00","2025-10-28 13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,11,0,0,9,5,81.82,45.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (28 Oct 2025)",307,
308,128347390,"TP Sendout (royspins.biz) 27.10",0,0,Scheduled,Email,,"2025-10-27 12:00","2025-10-27 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,26,288,2,0,163,53,56.6,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (27 Oct 2025)",308,
309,128347276,"TP Sendout (royspins.tech) 27.10",0,0,Scheduled,Email,,"2025-10-27 12:00","2025-10-27 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,27,297,0,0,147,51,49.49,17.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (27 Oct 2025)",309,
310,128342701,"Retention:TrustPilotPromoCode 27.10",0,0,Scheduled,Email,,"2025-10-27 08:00","2025-10-27 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2,50,0,0,25,9,50,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (27 Oct 2025)",310,
311,128342359,TrustPilotMonthlyBonusOctoberend,0,0,Scheduled,Email,,"2025-10-27 08:00","2025-10-27 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,0,4,3,30.77,23.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (27 Oct 2025)",311,
312,128256724,"Retention:TrustpilotDeposit150%Bonus20.10 Copy",0,0,Scheduled,Email,,"2025-10-22 11:00","2025-10-22 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,3,86,3,0,32,6,37.21,6.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (22 Oct 2025)",312,
313,128235853,"TP Sendout (royspins.tech) 21.10",0,0,Scheduled,Email,,"2025-10-21 09:00","2025-10-21 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,48,170,0,0,62,30,36.47,17.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (21 Oct 2025)",313,
314,128234829,"TP Sendout (royspins.io) 21.10",0,0,Scheduled,Email,,"2025-10-21 08:00","2025-10-21 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,9,291,0,0,132,33,45.36,11.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (21 Oct 2025)",314,
315,128232793,"Retention:TrustPilotPromoCode 21.10",0,0,Scheduled,Email,,"2025-10-21 07:00","2025-10-21 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,1,66,1,0,33,9,50,13.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (21 Oct 2025)",315,
316,128220835,"TP Sendout (royspins.xyz) 20.10",0,0,Scheduled,Email,,"2025-10-20 12:00","2025-10-20 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,41,1,0,20,10,48.78,24.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (20 Oct 2025)",316,
317,128215866,Retention:TrustpilotDeposit150%Bonus20.10,0,0,Scheduled,Email,,"2025-10-20 08:00","2025-10-20 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214,87,1127,3,0,316,37,28.04,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (20 Oct 2025)",317,
318,128151976,"TrustPilotMonthlyBonusOctober first half",0,0,Scheduled,Email,,"2025-10-16 11:00","2025-10-16 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,24,0,0,9,7,37.5,29.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (16 Oct 2025)",318,
319,128132904,"Retention:TrustPilotPromoCode 15.10",0,0,Scheduled,Email,,"2025-10-15 10:00","2025-10-15 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4,56,0,0,30,6,53.57,10.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (15 Oct 2025)",319,
320,128095109,"TP Sendout (royspins.biz) 13.09",0,0,Scheduled,Email,,"2025-10-13 12:00","2025-10-13 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,19,318,1,0,155,38,48.74,11.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (13 Oct 2025)",320,
321,128094864,"TP Sendout (royspins.de) 13.10",0,0,Scheduled,Email,,"2025-10-13 12:00","2025-10-13 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,3,322,0,0,129,35,40.06,10.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (13 Oct 2025)",321,
322,128094166,"TP Sendout (royspins.bet) 13.10",0,0,Scheduled,Email,,"2025-10-13 11:00","2025-10-13 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,15,290,0,0,112,32,38.62,11.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (13 Oct 2025)",322,
323,128091536,"Retention:TrustpilotDepositBonus13.10.2025  ",0,0,Scheduled,Email,,"2025-10-13 08:00","2025-10-13 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,25,313,2,0,81,7,25.88,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (13 Oct 2025)",323,
324,128043821,"TP Sendout (royspins.nz) 10.10",0,0,Scheduled,Email,,"2025-10-10 11:00","2025-10-10 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,21,208,0,0,114,47,54.81,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Oct 2025)",324,
325,128043568,"TP Sendout (royspins.lt) 10.10",0,0,Scheduled,Email,,"2025-10-10 11:00","2025-10-10 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,23,193,1,0,92,30,47.67,15.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Oct 2025)",325,
326,128043392,"TP Sendout (royspins.com) 10.10",0,0,Scheduled,Email,,"2025-10-10 11:00","2025-10-10 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,17,272,2,0,134,43,49.26,15.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Oct 2025)",326,
327,128043211,"TP Sendout (royspins.lat) 10.10",0,0,Scheduled,Email,,"2025-10-10 11:00","2025-10-10 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,6,314,3,0,135,48,42.99,15.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Oct 2025)",327,
328,128043153,"TP Sendout (royspins.icu) 10.10",0,0,Scheduled,Email,,"2025-10-10 11:00","2025-10-10 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,5,271,0,0,117,29,43.17,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Oct 2025)",328,
329,128043003,"TP Sendout (royspins.cyou) 10.10",0,0,Scheduled,Email,,"2025-10-10 11:00","2025-10-10 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,10,283,1,0,133,43,47,15.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Oct 2025)",329,
330,128042975,"TP Sendout (royspins.de) 10.10",0,0,Scheduled,Email,,"2025-10-10 11:00","2025-10-10 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,3,291,2,0,172,83,59.11,28.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Oct 2025)",330,
331,128027089,"TP Sendout (royspins-casino.club) 09.10",0,0,Scheduled,Email,,"2025-10-09 14:00","2025-10-09 14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,89,252,0,0,128,43,50.79,17.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (09 Oct 2025)",331,
332,128024119,"TP Sendout (royspins.xyz) 09.10",0,0,Scheduled,Email,,"2025-10-09 11:00","2025-10-09 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,10,320,2,0,145,52,45.31,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (09 Oct 2025)",332,
333,128023962,"TP Sendout (royspins.io) 09.10",0,0,Scheduled,Email,,"2025-10-09 10:00","2025-10-09 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,7,330,0,0,132,39,40,11.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (09 Oct 2025)",333,
334,128023806,"TP Sendout (royspins.club) 09.10",0,0,Scheduled,Email,,"2025-10-09 10:00","2025-10-09 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,5,335,0,0,143,53,42.69,15.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (09 Oct 2025)",334,
335,128021267,"Retention:TrustpilotDepositBonus09.10.2025 ",0,0,Scheduled,Email,,"2025-10-09 09:00","2025-10-09 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,29,209,0,0,40,8,19.14,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (09 Oct 2025)",335,
336,127999946,Retention:TrustpilotDepositBonus08.10.2025,0,0,Scheduled,Email,,"2025-10-08 07:00","2025-10-08 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,19,270,3,0,57,10,21.11,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (08 Oct 2025)",336,
337,127989603,"TP Sendout (royspins.my) 29.09 Copy",0,0,Scheduled,Email,,"2025-10-07 15:00","2025-10-07 15:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,11,330,2,0,148,56,44.85,16.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (07 Oct 2025)",337,
338,127989456,"TP Sendout (royspins.net) 07.10",0,0,Scheduled,Email,,"2025-10-07 14:00","2025-10-07 14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,5,330,0,0,139,32,42.12,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (07 Oct 2025)",338,
339,127981086,Retention:TrustpilotDepositBonus07.10.2025,0,0,Scheduled,Email,,"2025-10-07 09:00","2025-10-07 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,18,375,1,0,54,10,14.4,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (07 Oct 2025)",339,
340,127969278,"TP Sendout (royspins.autos) 06.10",0,0,Scheduled,Email,,"2025-10-06 13:00","2025-10-06 13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,7,329,1,0,126,45,38.3,13.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (06 Oct 2025)",340,
341,127969059,"Retention:TrustPilotPromoCode 06.10",0,0,Scheduled,Email,,"2025-10-06 12:00","2025-10-06 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,5,54,1,0,30,10,55.56,18.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (06 Oct 2025)",341,
342,127900520,"TP Sendout (royspins.com) 02.10",0,0,Scheduled,Email,,"2025-10-02 11:00","2025-10-02 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,3,65,0,0,29,6,44.62,9.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (02 Oct 2025)",342,
343,127882823,"TP Sendout (royspins.cyou) 01.10",0,0,Scheduled,Email,,"2025-10-01 12:00","2025-10-01 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,5,211,2,0,77,14,36.49,6.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (01 Oct 2025)",343,
344,127882386,"TP Sendout (royspins.com) 01.10",0,0,Scheduled,Email,,"2025-10-01 11:00","2025-10-01 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,3,191,1,0,83,16,43.46,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (01 Oct 2025)",344,
345,127882363,"TP Sendout (royspins.autos) 01.10",0,0,Scheduled,Email,,"2025-10-01 11:00","2025-10-01 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,8,328,1,0,142,21,43.29,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (01 Oct 2025)",345,
346,127882312,"TP Sendout (royspins.nz) 01.10",0,0,Scheduled,Email,,"2025-10-01 11:00","2025-10-01 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,3,316,0,0,159,32,50.32,10.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (01 Oct 2025)",346,
347,127863992,"TP Sendout (royspins.bet) 30.09",0,0,Scheduled,Email,,"2025-09-30 10:00","2025-09-30 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,5,334,0,0,146,57,43.71,17.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (30 Sep 2025)",347,
348,127863880,"TP Sendout (royspins.club) 30.09",0,0,Scheduled,Email,,"2025-09-30 10:00","2025-09-30 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,5,203,0,0,81,22,39.9,10.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (30 Sep 2025)",348,
349,127863735,"TP Sendout (royspins.cyou) 30.09",0,0,Scheduled,Email,,"2025-09-30 10:00","2025-09-30 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,7,316,1,0,146,37,46.2,11.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (30 Sep 2025)",349,
350,127863165,"TP Sendout (royspins.xyz) 30.09",0,0,Scheduled,Email,,"2025-09-30 10:00","2025-09-30 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,14,331,0,0,122,18,36.86,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (30 Sep 2025)",350,
351,127862521,"TP Sendout (royspins.com) 30.09",0,0,Scheduled,Email,,"2025-09-30 09:00","2025-09-30 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,16,323,4,0,120,36,37.15,11.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (30 Sep 2025)",351,
352,127847722,"Retention:TrustPilotPromoCode 29.09",0,0,Scheduled,Email,,"2025-09-29 11:00","2025-09-29 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2,36,0,0,22,6,61.11,16.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (29 Sep 2025)",352,
353,127847223,"TP Sendout (royspins.lt) 29.09",0,0,Scheduled,Email,,"2025-09-29 10:00","2025-09-29 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,5,287,0,0,112,22,39.02,7.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (29 Sep 2025)",353,
354,127847014,"TP Sendout (royspins.lol) 29.09",0,0,Scheduled,Email,,"2025-09-29 10:00","2025-09-29 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,14,321,4,0,125,25,38.94,7.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (29 Sep 2025)",354,
355,127846220,"TP Sendout (royspins.cyou) 29.09",0,0,Scheduled,Email,,"2025-09-29 10:00","2025-09-29 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,3,339,0,0,124,35,36.58,10.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (29 Sep 2025)",355,
356,127846115,"TP Sendout (royspins.quest) 29.09",0,0,Scheduled,Email,,"2025-09-29 09:00","2025-09-29 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,6,326,3,0,137,27,42.02,8.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (29 Sep 2025)",356,
357,127846010,"TP Sendout (royspins.co) 29.09",0,0,Scheduled,Email,,"2025-09-29 09:00","2025-09-29 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,4,269,1,0,118,28,43.87,10.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (29 Sep 2025)",357,
358,127845732,"TP Sendout (royspins.net) 29.09",0,0,Scheduled,Email,,"2025-09-29 09:00","2025-09-29 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,2,125,1,0,70,11,56,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (29 Sep 2025)",358,
359,127844308,"TP Sendout (royspins.de) 29.09",0,0,Scheduled,Email,,"2025-09-29 08:00","2025-09-29 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,3,221,2,0,107,29,48.42,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (29 Sep 2025)",359,
360,127844071,"TP Sendout (royspins.club) 29.09",0,0,Scheduled,Email,,"2025-09-29 08:00","2025-09-29 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,12,329,0,0,142,38,43.16,11.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (29 Sep 2025)",360,
361,127843537,"TP Sendout (royspins.my) 29.09",0,0,Scheduled,Email,,"2025-09-29 07:00","2025-09-29 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,21,306,1,0,114,25,37.25,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (29 Sep 2025)",361,
362,127785435,TrustPilotMonthlyBonusSeptember,0,0,Scheduled,Email,,"2025-09-25 08:00","2025-09-25 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,1,41,0,0,16,10,39.02,24.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (25 Sep 2025)",362,
363,127767417,"TP Sendout (royspins.co) 24.09",0,0,Scheduled,Email,,"2025-09-24 11:00","2025-09-24 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,18,1,0,13,3,72.22,16.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (24 Sep 2025)",363,
364,127763806,"TP Sendout (royspins.lt) 24.09",0,0,Scheduled,Email,,"2025-09-24 08:00","2025-09-24 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,27,0,0,13,3,48.15,11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (24 Sep 2025)",364,
365,127763726,"TP Sendout (royspins.icu) 24.09",0,0,Scheduled,Email,,"2025-09-24 08:00","2025-09-24 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,3,199,2,0,94,14,47.24,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (24 Sep 2025)",365,
366,127752802,"TP Sendout (royspins.bet) 23.09x2",0,0,Scheduled,Email,,"2025-09-23 11:00","2025-09-23 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,17,319,1,0,108,14,33.86,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (23 Sep 2025)",366,
367,127752615,"TP Sendout (royspins.lt) 23.09",0,0,Scheduled,Email,,"2025-09-23 10:00","2025-09-23 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,18,327,0,0,117,10,35.78,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (23 Sep 2025)",367,
368,127752299,"TP Sendout (royspins.bet) 23.09",0,0,Scheduled,Email,,"2025-09-23 10:00","2025-09-23 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,7,60,1,0,33,8,55,13.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (23 Sep 2025)",368,
369,127751973,"TP Sendout (royspins.sbs) 23.09",0,0,Scheduled,Email,,"2025-09-23 10:00","2025-09-23 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,8,293,1,0,168,52,57.34,17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (23 Sep 2025)",369,
370,127735871,"Retention:TrustPilotPromoCode 22.09",0,0,Scheduled,Email,,"2025-09-22 12:00","2025-09-22 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,48,0,0,25,8,52.08,16.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (22 Sep 2025)",370,
371,127734993,"TP Sendout (royspins.lol) 22.09",0,0,Scheduled,Email,,"2025-09-22 11:00","2025-09-22 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,28,221,0,0,43,15,19.46,6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (22 Sep 2025)",371,
372,127734864,"TP Sendout (royspins.com) 22.09",0,0,Scheduled,Email,,"2025-09-22 11:00","2025-09-22 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,36,270,1,1,39,22,14.44,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (22 Sep 2025)",372,
373,127734775,"TP Sendout (royspins.my) 22.09",0,0,Scheduled,Email,,"2025-09-22 11:00","2025-09-22 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,14,185,0,0,113,37,61.08,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (22 Sep 2025)",373,
374,127647885,"TP Sendout (royspins.icu) 17.09",0,0,Scheduled,Email,,"2025-09-17 12:00","2025-09-17 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,13,104,0,0,50,20,48.08,19.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (17 Sep 2025)",374,
375,127647430,"TP Sendout (royspins.club) 17.09",0,0,Scheduled,Email,,"2025-09-17 11:00","2025-09-17 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,14,181,0,0,110,41,60.77,22.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (17 Sep 2025)",375,
376,127647305,"TP Sendout (royspins.com) 17.09",0,0,Scheduled,Email,,"2025-09-17 11:00","2025-09-17 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1,38,0,0,21,11,55.26,28.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (17 Sep 2025)",376,
377,127607736,"Retention:TrustPilotPromoCode 15.09",0,0,Scheduled,Email,,"2025-09-15 12:00","2025-09-15 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,8,156,2,0,90,29,57.69,18.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (15 Sep 2025)",377,
378,127525494,"TP Sendout (royspins.cfd) 10.09",0,0,Scheduled,Email,,"2025-09-10 14:00","2025-09-10 14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,84,243,3,0,96,31,39.51,12.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Sep 2025)",378,
379,127525246,"TP Sendout (royspins.com) 10.09",0,0,Scheduled,Email,,"2025-09-10 13:00","2025-09-10 13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,62,268,0,0,139,56,51.87,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Sep 2025)",379,
380,127525124,"TP Sendout (royspins.net) 10.09",0,0,Scheduled,Email,,"2025-09-10 13:00","2025-09-10 13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,12,171,2,0,106,39,61.99,22.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Sep 2025)",380,
381,127490621,"TP Sendout (royspins.com) 08.09",0,0,Scheduled,Email,,"2025-09-08 12:00","2025-09-08 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,20,281,0,0,61,41,21.71,14.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (08 Sep 2025)",381,
382,127490472,"TP Sendout (royspins.club) 08.09",0,0,Scheduled,Email,,"2025-09-08 12:00","2025-09-08 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,9,211,2,0,54,24,25.59,11.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (08 Sep 2025)",382,
383,127490200,"TP Sendout (royspins.biz) 08.09",0,0,Scheduled,Email,,"2025-09-08 12:00","2025-09-08 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,13,232,0,0,55,28,23.71,12.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (08 Sep 2025)",383,
